Kingdom	Phylum	Class	Order	Family	Genus
ASV48660	Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	NA	NA
ASV48661	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	NA
ASV48662	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus
ASV48663	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV48664	Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	NA	NA
ASV48665	Archaea	NA	NA	NA	NA	NA
ASV48666	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV48667	Archaea	NA	NA	NA	NA	NA
ASV48668	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV48669	Archaea	Thaumarchaeota	Nitrososphaerales	Nitrososphaeraceae	Nitrososphaera	NA
ASV48670	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	NA
ASV48671	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV48672	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV48673	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	NA
ASV48674	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV48675	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	NA
ASV48676	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV48677	Archaea	NA	NA	NA	NA	NA
ASV48678	Archaea	NA	NA	NA	NA	NA
ASV48679	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV48680	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV48681	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV48682	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV48683	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV48684	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV48685	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	NA	NA
ASV48686	Archaea	Euryarchaeota	NA	NA	NA	NA
ASV48687	Archaea	Thaumarchaeota	Nitrososphaerales	Nitrososphaeraceae	Nitrososphaera	NA
ASV48688	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV48689	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Thermogladius
ASV48690	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV48691	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV48692	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV48693	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus
ASV48694	Archaea	Thaumarchaeota	Nitrososphaerales	Nitrososphaeraceae	Nitrososphaera	NA
ASV48695	Archaea	NA	NA	NA	NA	NA
ASV48696	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV48697	Archaea	Thaumarchaeota	Nitrososphaerales	Nitrososphaeraceae	Nitrososphaera	NA
ASV48698	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	NA	NA
ASV48699	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV48700	Archaea	Euryarchaeota	NA	NA	NA	NA
ASV48701	Archaea	NA	NA	NA	NA	NA
ASV48702	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV48703	Archaea	Thaumarchaeota	Nitrososphaerales	Nitrososphaeraceae	Nitrososphaera	NA
ASV48704	Archaea	NA	NA	NA	NA	NA
ASV48705	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	NA	NA
ASV48706	Archaea	Thaumarchaeota	Nitrososphaerales	Nitrososphaeraceae	Nitrososphaera	NA
ASV48707	Archaea	NA	NA	NA	NA	NA
ASV48708	Archaea	Thaumarchaeota	Nitrososphaerales	Nitrososphaeraceae	Nitrososphaera	NA
ASV48709	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV48710	Archaea	Euryarchaeota	NA	NA	NA	NA
ASV48711	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV48712	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV48713	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	NA
ASV48714	Archaea	NA	NA	NA	NA	NA
ASV48715	Archaea	NA	NA	NA	NA	NA
ASV48716	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV48717	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV48718	Archaea	NA	NA	NA	NA	NA
ASV48719	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV48720	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV48721	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV48722	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV48723	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV48724	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	NA
ASV48726	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV48727	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV48728	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV48729	Archaea	Crenarchaeota	Thermoprotei	Acidilobales	Caldisphaeraceae	Caldisphaera
ASV48730	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV48731	Archaea	NA	NA	NA	NA	NA
ASV48732	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	NA
ASV48733	Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermofilaceae	Thermofilum
ASV48734	Archaea	Thaumarchaeota	Nitrososphaerales	Nitrososphaeraceae	Nitrososphaera	NA
ASV48735	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Thermogladius
ASV48736	Archaea	Thaumarchaeota	Nitrososphaerales	Nitrososphaeraceae	Nitrososphaera	NA
ASV48737	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV48738	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV48739	Archaea	Thaumarchaeota	Nitrososphaerales	Nitrososphaeraceae	Nitrososphaera	NA
ASV48740	Archaea	NA	NA	NA	NA	NA
ASV48741	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV48742	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV48743	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV48744	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	NA
ASV48745	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV48746	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	NA
ASV48747	Archaea	NA	NA	NA	NA	NA
ASV48748	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV48749	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV48750	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	NA	NA
ASV48751	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV48752	Archaea	Thaumarchaeota	Nitrososphaerales	Nitrososphaeraceae	Nitrososphaera	NA
ASV48753	Archaea	NA	NA	NA	NA	NA
ASV48754	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	NA	NA
ASV48755	Archaea	Thaumarchaeota	NA	NA	NA	NA
ASV48756	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV48757	Archaea	Euryarchaeota	NA	NA	NA	NA
ASV48758	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	NA	NA
ASV48759	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus
ASV48760	Archaea	Euryarchaeota	NA	NA	NA	NA
ASV48761	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV48762	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	NA	NA
ASV48763	Archaea	Thaumarchaeota	Nitrososphaerales	Nitrososphaeraceae	Nitrososphaera	NA
ASV48764	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV48765	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV48766	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus
ASV48767	Archaea	Euryarchaeota	NA	NA	NA	NA
ASV48768	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV48769	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV48770	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV48771	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV48772	Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermofilaceae	Thermofilum
ASV48773	Archaea	Euryarchaeota	NA	NA	NA	NA
ASV48774	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV48775	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	NA
ASV48776	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV48777	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV48778	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	NA	NA
ASV48779	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV48780	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus
ASV48781	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	NA
ASV48782	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV48783	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	NA
ASV48784	Archaea	NA	NA	NA	NA	NA
ASV48785	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV48786	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	NA	NA
ASV48787	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV48788	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV48789	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	NA	NA
ASV48790	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV48791	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV48792	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV48793	Archaea	Thaumarchaeota	Nitrososphaerales	Nitrososphaeraceae	Nitrososphaera	NA
ASV48794	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	NA
ASV48795	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	NA
ASV48796	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV48797	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV48798	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	NA	NA
ASV48799	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	NA	NA
ASV48800	Archaea	NA	NA	NA	NA	NA
ASV48801	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV48802	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	NA	NA
ASV48803	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV48804	Archaea	NA	NA	NA	NA	NA
ASV48805	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV48806	Archaea	Crenarchaeota	Thermoprotei	Acidilobales	Caldisphaeraceae	Caldisphaera
ASV48807	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV48808	Archaea	Thaumarchaeota	NA	NA	NA	NA
ASV48809	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV48810	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV48811	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV48812	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV48813	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV48814	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	NA
ASV48815	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV48816	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV48817	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	NA
ASV48818	Archaea	NA	NA	NA	NA	NA
ASV48819	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV48820	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	NA	NA
ASV48821	Archaea	NA	NA	NA	NA	NA
ASV48822	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	NA	NA
ASV48823	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanolobus
ASV48824	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV48825	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV48826	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	NA
ASV48827	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	NA
ASV48828	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV48829	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV48830	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV48831	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV48832	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	NA	NA
ASV48833	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	NA
ASV48834	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	NA	NA
ASV48835	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV48836	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV48837	Archaea	Thaumarchaeota	Nitrososphaerales	Nitrososphaeraceae	Nitrososphaera	NA
ASV48838	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV48839	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV48840	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV48841	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV48842	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV48843	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus
ASV48844	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanolobus
ASV48845	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV48846	Archaea	NA	NA	NA	NA	NA
ASV48847	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	NA
ASV48848	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV48849	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV48850	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV48851	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV48852	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV48853	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV48854	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV48855	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus
ASV48856	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV48857	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV48858	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	NA
ASV48859	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV48860	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus
ASV48861	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV48862	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanoregulaceae	Methanolinea
ASV48863	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV48864	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV48865	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Thermogladius
ASV48866	Archaea	Euryarchaeota	NA	NA	NA	NA
ASV48867	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	NA
ASV48868	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV48869	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV48870	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanoregulaceae	Methanolinea
ASV48871	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV48872	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	NA
ASV48873	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV48874	Archaea	NA	NA	NA	NA	NA
ASV48875	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	NA
ASV48876	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV48877	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV48878	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV48879	Archaea	NA	NA	NA	NA	NA
ASV48880	Archaea	NA	NA	NA	NA	NA
ASV48881	Archaea	Crenarchaeota	Thermoprotei	Acidilobales	Caldisphaeraceae	Caldisphaera
ASV48882	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV48883	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	NA	NA
ASV48884	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanotrichaceae	Methanothrix
ASV48885	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV48886	Archaea	NA	NA	NA	NA	NA
ASV48887	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus
ASV48888	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV48889	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus
ASV48890	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	NA
ASV48891	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV48892	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV48893	Archaea	NA	NA	NA	NA	NA
ASV48894	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV48895	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV48896	Archaea	NA	NA	NA	NA	NA
ASV48897	Archaea	NA	NA	NA	NA	NA
ASV48898	Archaea	NA	NA	NA	NA	NA
ASV48899	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV48900	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV48901	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV48902	Archaea	Thaumarchaeota	NA	NA	NA	NA
ASV48903	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV48904	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV48905	Archaea	Thaumarchaeota	Nitrososphaerales	Nitrososphaeraceae	Nitrososphaera	NA
ASV48906	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV48907	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV48908	Archaea	NA	NA	NA	NA	NA
ASV48909	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV48910	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV48911	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV48912	Archaea	Crenarchaeota	Thermoprotei	Acidilobales	Caldisphaeraceae	Caldisphaera
ASV48913	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV48914	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV48915	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV48916	Archaea	Thaumarchaeota	Nitrososphaerales	Nitrososphaeraceae	Nitrososphaera	NA
ASV48917	Archaea	Euryarchaeota	NA	NA	NA	NA
ASV48918	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV48919	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV48920	Archaea	Woesearchaeota	NA	NA	NA	NA
ASV48921	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV48922	Archaea	Thaumarchaeota	NA	NA	NA	NA
ASV48923	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV48924	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV48925	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	NA
ASV48926	Archaea	Euryarchaeota	NA	NA	NA	NA
ASV48927	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV48928	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV48929	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV48930	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	NA	NA
ASV48931	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV48932	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV48933	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV48934	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV48935	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV48936	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV48937	Archaea	Euryarchaeota	NA	NA	NA	NA
ASV48938	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Thermogladius
ASV48939	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus
ASV48940	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV48941	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV48942	Archaea	Crenarchaeota	Thermoprotei	Acidilobales	Caldisphaeraceae	Caldisphaera
ASV48943	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV48944	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	NA
ASV48945	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV48946	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	NA	NA
ASV48947	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV48948	Archaea	Aenigmarchaeota	Candidatus_Aenigmarchaeum	NA	NA	NA
ASV48949	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV48950	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV48951	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV48952	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	NA
ASV48953	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV48954	Archaea	Thaumarchaeota	Nitrososphaerales	Nitrososphaeraceae	Nitrososphaera	NA
ASV48955	Archaea	Thaumarchaeota	Nitrososphaerales	Nitrososphaeraceae	Nitrososphaera	NA
ASV48956	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV48957	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV48958	Archaea	Thaumarchaeota	Nitrososphaerales	Nitrososphaeraceae	Nitrososphaera	NA
ASV48959	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV48960	Archaea	Woesearchaeota	Woesearchaeota_Incertae_Sedis_AR18	NA	NA	NA
ASV48961	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV48962	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV48963	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus
ASV48964	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV48965	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV48966	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV48967	Archaea	Crenarchaeota	Thermoprotei	Acidilobales	Caldisphaeraceae	Caldisphaera
ASV48968	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV48969	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV48970	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV48971	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV48972	Archaea	NA	NA	NA	NA	NA
ASV48973	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV48974	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV48975	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	NA
ASV48976	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV48977	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV48978	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV48979	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus
ASV48980	Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermofilaceae	Thermofilum
ASV48981	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	NA	NA
ASV48982	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	NA	NA
