BH10_FDSW220017130-1r	BH12_FDSW220017132-1r	BH14_FDSW220017134-1r	BH15_FDSW220017135-1r	BH2_FDSW220017122-1r	BH4_FDSW220017124-1r	BH6_FDSW220017126-1r	BH8_FDSW220017128-1r	DD11_FDSW220008398-1r	DD13_FDSW220008400-2r	DD15_FDSW220008402-2r	DD1_FDSW220008388-1r	DD3_FDSW220008390-2r	DD5_FDSW220008392-2r	DD7_FDSW220008394-1r	DD9_FDSW220008396-1r	DY10_FDME210438608-1r	DY11_FDME210438609-1r	DY13_FDME210438611-1b	DY15_FDME210438613-1r	DY2_FDME210438600-1b	DY3_FDME210438601-1r	DY6_FDME210438604-1r	DY7_FDME210438605-1r	LYG11_FDME210455392-2r	LYG13_FDME210455394-1a	LYG15_FDME210455396-1a	LYG1_FDME210455382-1r	LYG3_FDME210455384-1r	LYG5_FDME210455386-1r	LYG6_FDME210455387-1r	LYG7_FDME210455388-1r	NB11_FDME210455362-1b	NB12_FDME210455363-1r	NB15_FDME210455366-1r	NB1_FDME210455352-1r	NB2_FDME210455353-1r	NB4_FDME210455355-1r	NB6_FDME210455357-1r	NB7_FDME210455358-1r	CXD_1412_FDSW210423229-1r	CXD_1414_FDSW210423231-1r	CXD_1604_FDSW210423236-1r	CXD_1609_FDSW210423241-1r	CXD_1610_FDSW210423242-1r	CXD_1611_FDSW210423243-1r	CXD_1612_FDSW210423244-1r	CXD_1613_FDSW210423245-1r	ST10_L1	ST12_L1	ST13_L1	ST15_L1	ST1_FDME220007465-1r	ST3_L1	ST7_FDME220007471-1r	ST9_L1	SY11_FDME210455407-1r	SY12_FDME210455408-1r	SY13_FDME210455409-2a	SY15_FDME210455411-2a	SY1_FDME210455397-2a	SY3_FDME210455399-2a	SY7_FDME210455403-2a	SY9_FDME210455405-2a	WZ10_L1	WZ11_L1	WZ14_L1	WZ15_FDME210455471-1r	WZ1_L1	WZ3_L1	WZ5_L1	WZ7_FDME210455463-1r	XM10_FDME220007444-1r	XM12_FDME220007446-1r	XM14_FDME220007448-1r	XM15_FDME220007449-1r	XM2_FDME220007436-1r	XM4_FDME220007438-1r	XM6_FDME220007440-1r	XM8_FDME220007442-1r	YC11_FDME220007415-1r	YC13_FDME220007417-1r	YC15_FDME220007419-1r	YC1_FDME220007405-1r	YC3_FDME220007407-1r	YC5_FDME220007409-1r	YC7_FDME220007411-1a	YC9_FDME220007413-1r	ZH11_FDSW220008794-2r	ZH13_FDSW220008796-2r	ZH15_FDSW220008798-2r	ZH1_FDSW220008784-1r	ZH3_FDSW220008786-1r	ZH5_FDSW220008788-1r	ZH7_FDSW220008790-1r	ZH9_FDSW220008792-2r
K00064	0	0	0	0	0	0	0	0	3	0	0	0	7	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00065	7	0	1	2	0	2	1	0	16	10	14	22	8	1	11	7	2	1	2	3	0	1	1	3	1	0	6	2	0	0	1	3	1	0	0	0	0	1	0	1	2	4	1	0	0	1	0	1	2	1	3	2	1	0	3	7	1	0	1	2	10	1	1	2	0	0	0	1	0	0	0	0	0	0	4	1	0	0	2	4	0	0	0	0	0	0	0	0	6	2	1	0	2	0	1	0
K00066	0	0	0	0	0	5	0	0	0	4	7	3	3	3	3	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	2	0	0	0	2	5	5	1	1	8	1	0	0	4	1	2	1	2	0	1	1	0	6	4	3	0	0	0	0	0	0	1	0	6	1	5	1	3	2	1	1	2	3	2	1	4	2	3	2	3	7	3	2	4	3	7	4	1	2	2	3	1	1	4	1
K00067	4	3	12	1	1	0	2	3	6	11	16	10	8	17	6	8	3	6	7	9	9	1	6	6	15	25	6	18	11	12	14	15	10	7	6	6	4	10	13	11	8	6	6	5	19	13	7	8	10	7	6	4	5	1	9	8	1	1	9	3	3	3	4	2	15	28	4	7	13	10	11	11	11	19	14	9	7	15	12	12	8	4	6	4	7	8	6	4	20	16	9	20	9	10	9	13
K00068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	2	1
K00071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00074	15	13	15	11	29	11	20	9	6	9	8	15	12	14	8	10	37	9	4	27	25	14	19	30	2	1	3	8	3	1	11	8	13	16	8	13	5	11	15	18	5	7	6	1	3	2	3	8	5	6	19	14	3	7	8	5	4	3	10	2	10	5	5	8	12	6	17	3	9	11	19	21	15	4	16	13	13	5	6	17	13	8	9	12	19	7	5	8	12	6	11	13	17	15	12	15
K00075	5	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00077	37	22	16	12	26	39	32	31	9	17	8	12	10	7	7	11	10	14	6	14	16	3	8	17	0	0	0	4	10	1	2	7	12	4	7	10	4	7	4	7	12	7	6	15	1	5	3	11	13	6	9	15	6	26	16	28	4	1	6	6	4	8	9	4	9	5	2	2	5	6	5	9	8	4	8	14	3	6	6	6	14	5	3	5	4	6	6	5	32	35	33	33	48	33	41	51
K00079	1	2	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
K00083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00087	0	0	0	0	0	0	0	0	14	1	12	4	6	5	13	5	0	2	3	0	0	0	0	0	2	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	2	6	1	0	1	0	0	1	1	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	1	1	0	0	1	1	0
K00088	7	9	7	3	15	5	3	4	15	19	21	4	14	33	21	16	12	28	37	23	30	28	14	21	36	20	7	24	18	29	17	17	16	18	35	16	12	25	13	17	12	18	28	12	11	11	16	9	14	19	9	5	10	3	9	11	18	1	4	1	11	6	21	7	8	17	21	28	19	25	24	21	18	9	13	8	13	12	10	23	14	11	10	13	12	19	10	10	9	11	9	16	8	14	11	14
K00090	0	0	0	0	1	1	0	0	2	4	0	3	4	5	4	7	14	11	10	7	5	1	2	10	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	0	0	0	0	2	0	0	1	1	2	4	0	2	1	1	0	1	4	0	2	3	7	7	5	0	0	3	0	0	1	1	0	2	0	0	0	0	3	4	0	2	0	1	0	0	2	0	0	0	0	2	0	0	3	0	0
K00091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00096	20	5	8	7	2	8	7	20	8	7	10	5	15	18	8	16	4	14	13	15	12	1	18	8	7	9	0	4	5	3	8	6	15	14	20	11	9	10	12	11	5	9	9	13	10	9	9	12	10	18	15	13	8	8	13	4	8	6	7	3	18	18	17	12	22	20	18	20	19	24	27	19	8	12	9	18	7	10	10	16	24	9	11	10	12	9	15	11	20	13	10	11	13	8	13	9
K00097	1	4	1	0	0	1	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	2	0	1	1	0	0	1	0	0	0	1	1	3	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0
K00099	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0
K00100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00101	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00102	14	34	19	32	27	19	24	31	10	2	8	7	0	6	9	4	7	11	1	5	6	12	13	6	1	1	0	0	5	8	1	6	1	2	1	0	0	3	2	0	3	2	14	8	1	6	7	1	5	9	7	5	7	7	4	7	2	1	3	0	5	5	4	1	0	2	7	4	3	5	2	7	2	2	6	11	5	7	2	4	2	2	4	3	2	0	0	1	15	13	15	19	17	26	21	17
K00104	13	0	27	18	16	10	16	18	3	7	9	13	6	3	12	11	0	1	3	1	1	0	2	1	9	4	0	4	7	9	6	3	23	27	31	19	14	27	18	24	12	21	8	19	20	21	21	26	11	7	13	6	12	7	10	10	3	5	1	0	3	3	6	0	19	13	15	17	25	20	18	24	13	10	16	8	14	11	6	3	17	9	7	5	10	11	15	9	24	28	30	19	30	19	15	24
K00106	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1
K00108	0	5	2	1	3	0	1	0	0	0	0	0	0	0	0	0	2	3	2	3	3	0	3	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	3	1	1	2	2	1	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0
K00109	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	3	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
K00111	0	0	3	0	0	0	0	0	7	8	10	4	9	26	4	10	18	5	9	18	11	3	19	14	2	1	3	7	8	4	11	8	9	8	14	8	7	16	10	15	6	3	10	1	5	6	5	3	10	4	24	15	3	5	12	2	0	0	7	0	3	3	4	3	5	10	13	11	8	8	7	9	7	7	10	8	12	5	4	7	13	9	13	6	6	11	6	5	21	19	20	11	17	9	25	13
K00112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	6	1	7	4	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
K00113	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	9	2	3	10	3	3	10	6	1	0	0	0	1	0	2	1	0	1	3	1	1	0	1	1	0	1	2	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	2	0	0	1	4	0	2	5	0	3	0	2	1	0	1	0	2	0	0	2	0	0	0	0	0	1	1	2	2	1	6	2	0	3
K00116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	3	2	7	1	3	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	5	0	7	3	2	4	0	0	0	0	0	0	0	0
K00117	0	0	0	0	0	0	0	0	7	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	5	2
K00121	8	4	14	13	0	2	0	1	1	0	11	1	0	3	1	4	9	20	1	7	12	5	2	7	3	5	6	1	2	2	3	6	2	4	1	4	0	1	1	5	1	5	2	4	2	2	2	4	0	0	3	2	2	0	5	3	2	3	3	1	3	1	1	0	0	3	0	4	2	4	4	5	3	4	1	6	4	3	7	2	1	2	4	3	2	3	5	1	2	0	1	1	0	1	1	1
K00122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	1	1	1	0	0	0	0	0	1	0	0	2	3	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	5	1	1	3	1	2	1	0	0	0	0	0	0	0	0	0	4	0	0	2	0	1	4	0	0	0	0	0	0	0	0
K00123	45	50	43	39	55	48	31	32	50	30	41	33	46	39	49	40	20	30	16	21	26	27	35	49	47	39	16	44	44	55	44	56	23	9	12	23	9	9	11	24	45	41	27	14	18	19	32	26	24	19	24	20	14	26	17	24	6	8	11	4	5	7	14	3	52	25	36	18	38	25	33	51	41	21	41	50	25	34	48	53	9	13	10	6	5	11	13	10	28	18	26	21	16	22	27	32
K00124	4	3	2	0	1	3	1	0	3	1	6	3	2	3	2	0	1	0	0	0	3	0	1	0	1	0	0	0	1	0	1	0	2	1	1	2	1	0	0	1	5	2	1	0	0	0	2	0	0	0	0	4	1	0	2	1	0	1	0	0	1	1	0	0	8	0	1	6	9	4	5	3	1	0	1	1	0	2	0	8	0	3	0	1	1	0	1	1	1	2	1	1	1	2	3	2
K00125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	5	3	15	16	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
K00128	4	6	2	7	2	1	5	7	0	1	1	0	0	4	1	2	9	14	7	12	17	14	10	16	0	0	0	0	0	0	0	0	20	12	13	19	5	11	17	9	7	0	1	12	0	1	1	2	6	6	2	2	5	1	3	2	2	0	0	0	1	1	0	1	8	11	10	6	13	6	8	10	4	5	7	0	2	1	1	6	2	6	7	1	4	10	4	3	2	2	3	3	1	1	1	2
K00130	0	0	2	0	0	0	0	2	2	4	2	1	0	0	2	0	0	0	0	3	0	0	1	3	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	2	1	2	1	1	0	0	2	0	0	0	1	0	0	1	0	1	0	0	0	0	7	0	0	0	3	0	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	2	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	9	0	3	0	3
K00133	24	20	5	6	18	7	14	8	10	9	11	8	6	6	5	12	8	11	10	9	6	8	5	9	17	11	7	23	24	11	9	8	8	5	6	8	7	9	11	4	2	2	8	7	5	6	4	5	4	1	5	9	4	8	11	11	0	4	3	1	9	6	10	12	10	14	11	13	12	14	13	7	10	13	14	9	11	10	8	17	9	7	5	4	4	16	16	1	10	9	7	8	8	6	10	10
K00134	0	3	2	2	0	1	1	3	6	12	7	7	12	11	8	9	3	7	3	7	1	5	5	7	6	1	10	2	5	6	4	1	7	7	7	6	4	6	9	5	9	7	3	1	6	3	4	6	6	13	4	5	2	6	6	8	9	2	5	0	15	6	4	1	7	4	8	4	5	3	1	8	5	12	5	4	6	5	8	11	15	7	2	12	10	9	5	7	6	8	11	17	5	12	4	9
K00135	3	5	1	4	0	4	2	7	7	5	2	6	4	8	5	6	21	36	29	23	30	29	26	28	8	7	4	2	9	2	3	8	20	20	26	17	12	23	17	5	36	23	54	10	72	52	47	48	18	27	24	19	37	21	18	22	2	1	5	0	5	1	8	3	25	31	21	25	33	23	45	26	24	16	20	27	12	9	16	11	31	25	24	21	16	25	23	19	1	3	11	2	17	3	7	9
K00137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00138	1	1	2	2	4	0	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	3	0	0	4	0	0	3	2	1	1	1	2	0	0	1	0	0	0	0	0	0	7	0	0	1	1	1	2	1	3	2	1	0	0	1	0	2	0	0	0	1	0	0	0	0	0	2	1	0	0	0	0	0	0	1
K00140	1	4	0	3	1	0	0	0	11	9	13	2	9	12	9	8	4	6	2	8	1	3	2	1	3	6	0	0	2	1	4	5	5	5	4	11	5	3	5	10	8	0	3	0	2	1	0	0	0	0	6	0	0	0	4	3	0	2	2	1	2	2	6	0	1	4	3	2	1	4	1	4	1	4	0	2	4	3	2	5	2	3	6	1	4	7	5	3	6	4	5	2	0	4	1	0
K00142	0	2	1	0	0	1	0	2	3	0	1	4	2	4	1	0	1	0	2	0	1	0	0	0	1	3	0	1	0	1	0	1	4	5	3	6	4	5	7	6	3	2	0	3	0	0	0	0	3	0	1	2	1	2	7	4	0	0	4	1	0	1	6	0	14	8	3	7	6	6	4	9	3	2	0	2	2	0	1	2	0	3	2	1	2	3	0	5	2	4	1	4	3	5	1	7
K00145	12	18	9	14	17	26	19	19	2	4	0	0	1	0	0	2	3	1	1	6	1	3	4	3	19	11	13	14	17	14	7	10	1	6	4	2	1	1	0	1	2	6	7	9	2	1	0	1	1	1	7	2	2	3	9	8	2	0	1	2	3	6	9	0	8	6	6	1	6	6	1	2	5	1	0	3	0	3	4	0	0	0	0	2	0	0	2	0	0	1	2	3	0	3	6	0
K00147	4	1	3	1	6	1	2	0	6	8	4	1	8	10	2	5	0	2	0	0	0	3	1	0	0	2	3	8	1	2	3	3	1	0	0	0	0	2	1	1	3	4	2	3	3	3	6	2	2	6	7	5	1	0	3	2	1	0	2	0	2	0	5	0	1	1	1	0	0	2	1	0	2	0	3	2	2	1	1	1	1	1	3	2	0	7	5	1	4	8	10	6	4	5	2	3
K00148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	3	1	0	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00150	4	8	7	3	8	11	12	10	2	0	1	3	2	2	1	0	11	6	4	9	6	6	5	10	15	14	3	22	13	15	12	8	7	7	3	6	11	4	9	11	6	7	20	10	6	4	9	6	13	13	10	14	13	4	6	9	0	0	2	3	2	4	3	0	6	4	2	4	8	5	7	11	13	8	3	3	5	8	6	5	3	7	4	2	3	1	6	3	1	1	4	0	2	0	1	0
K00151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	7	0	3	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	2	0	0	3
K00161	5	3	5	7	12	12	6	8	0	0	0	0	0	0	0	0	4	10	3	3	7	6	2	10	0	0	0	1	0	0	0	0	11	7	5	6	11	6	7	9	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	2	0	0	3	0	9	8	10	12	7	21	19	23	0	4	1	1	0	0	2	3	0	1	0	1	0	1	1	0	3	0	0	1	3	0	2	1
K00162	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	11	11	8	6	3	5	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	2	2	0	0	0	1	1	0	2	0	0	1	1	0	0	1	0	0	0	0	0	0	2	0	0	4	0	0	2	1	0	0	0	0	0	0	0	1	1	0	0	4	1	0	0	3
K00163	2	3	0	7	8	1	2	2	1	0	2	0	0	0	3	0	1	0	2	0	0	0	0	3	0	0	0	2	1	0	3	2	0	0	0	0	0	0	0	1	0	3	0	1	3	0	0	0	1	1	0	2	9	5	1	13	2	0	0	2	1	1	2	0	0	1	0	0	1	1	0	0	0	2	3	0	0	2	5	1	0	3	0	0	1	0	0	1	0	0	0	0	0	0	0	0
K00164	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	2	1	0	0	0	0	1	0	0	0	0	1	1	3	1	1	0	0	0	0	0	0	0	0	1	3	1	3	4	1	1	0	0	5	1	1	3	1	2	1	3	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1	1
K00166	5	5	2	5	0	0	4	3	1	5	6	1	0	0	1	0	11	4	4	12	6	10	6	12	0	0	0	0	1	0	0	2	2	2	3	2	1	6	3	3	1	1	0	0	2	3	0	3	3	2	1	0	0	0	1	2	0	0	0	1	1	2	0	0	2	2	0	4	2	1	0	4	0	2	0	2	4	1	0	0	1	1	1	0	3	1	3	1	2	0	1	1	3	3	3	2
K00167	1	4	4	4	0	1	2	0	0	1	0	0	0	0	0	0	10	1	3	12	7	1	3	8	2	0	9	0	0	0	1	0	2	1	0	0	1	1	0	0	1	1	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0
K00169	25	23	24	19	29	27	20	24	15	7	10	11	13	17	4	14	2	4	0	4	5	3	7	8	12	13	6	15	8	8	4	1	11	10	1	6	6	9	5	7	17	10	42	37	7	12	7	8	8	0	7	6	3	10	6	10	7	7	10	24	20	23	36	26	3	9	13	15	4	2	2	7	7	9	14	3	5	3	10	17	9	9	4	4	7	7	8	5	4	10	6	23	5	18	7	10
K00170	15	5	5	9	13	14	2	6	17	5	15	8	14	20	8	28	2	6	0	1	6	2	3	3	11	3	7	12	12	5	11	10	6	11	6	5	6	5	5	5	18	12	33	33	2	8	6	10	10	1	12	15	8	6	12	6	13	10	11	14	15	18	28	13	8	3	8	6	4	4	4	11	11	5	21	12	6	3	17	29	5	3	9	8	5	2	12	8	19	14	17	12	16	21	13	12
K00171	10	0	9	10	5	4	3	4	10	10	4	6	9	5	9	3	0	0	0	0	2	0	1	2	3	2	9	1	0	3	3	11	2	0	4	2	1	1	4	0	9	5	20	2	3	2	1	4	1	1	0	2	0	3	2	2	1	2	10	2	2	10	9	2	2	3	0	2	0	0	1	4	7	0	3	3	1	4	8	17	0	3	0	2	2	1	1	3	4	6	3	6	1	6	3	9
K00172	10	15	12	25	3	9	7	6	8	7	12	6	10	16	8	8	1	0	0	3	2	0	1	4	3	2	0	8	9	3	6	5	3	12	4	8	1	4	4	12	7	9	21	5	0	8	1	2	8	5	3	7	2	2	5	7	0	11	11	1	5	8	11	2	3	5	8	2	3	6	5	4	7	3	5	2	4	7	1	13	3	6	2	3	6	3	5	1	12	20	23	10	9	16	15	11
K00174	103	100	57	106	107	114	92	89	26	29	58	61	25	40	39	44	21	19	11	14	23	23	11	11	42	41	31	44	47	45	37	41	61	58	61	59	31	47	55	75	25	48	26	43	20	29	33	30	25	37	27	26	12	27	27	31	14	16	19	15	31	26	26	27	39	31	51	29	40	28	26	30	27	23	26	29	42	51	41	61	39	38	20	31	32	28	23	32	46	40	33	35	39	32	41	33
